FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.705,705,POINT (16.26361587085009 48.15971141869062),Dostalgasse,Dostalg.,"156B, 56B",
OEFFHALTESTOGD.706,706,POINT (16.260329312703853 48.160199432946484),Nästlbergergasse,Nästlbergerg.,"156B, 56B",
OEFFHALTESTOGD.707,707,POINT (16.276357225998638 48.182523177447436),Gogolgasse,Gogolg.,54B,
OEFFHALTESTOGD.708,708,POINT (16.244854509585572 48.13767679527625),Kalksburg Kirchenplatz,Kalksburg Kirchenpl.,"253, 354",
OEFFHALTESTOGD.709,709,POINT (16.241810013735666 48.13761306999256),Gütenbachstraße,Gütenbachstr.,"253, 354",
OEFFHALTESTOGD.710,710,POINT (16.26099830388753 48.197548068076664),Hütteldorf,Hütteldorf,S45,
OEFFHALTESTOGD.711,711,POINT (16.257761816106257 48.137464579887755),Willergasse/Liesingbrücke,Willerg./Liesingbrücke,"253, 60A",
OEFFHALTESTOGD.712,712,POINT (16.276464142380057 48.18325983678481),Horeischygasse,Horeischyg.,54B,
OEFFHALTESTOGD.713,713,POINT (16.242136287077287 48.20454357508857),Freesienweg,Freesienweg,"249, 49A, 49B",
OEFFHALTESTOGD.714,714,POINT (16.251164783427267 48.1372364635993),Haselbrunnerstraße,Haselbrunnerstr.,"253, 354",
OEFFHALTESTOGD.715,715,POINT (16.233568168830594 48.211212032083395),Josef-Ressel-Straße,Josef-Ressel-Str.,"249, 49A, 49B",
OEFFHALTESTOGD.716,716,POINT (16.264397405547015 48.183554776520836),Einsiedeleigasse,Einsiedeleig.,54B,
OEFFHALTESTOGD.717,717,POINT (16.235690464750228 48.21114308418103),Oskar-Simony-Straße,Oskar-Simony-Str.,"249, 49A, 49B",
OEFFHALTESTOGD.718,718,POINT (16.275089675095042 48.13688574452015),Korbgasse,Korbg.,60A,
OEFFHALTESTOGD.719,719,POINT (16.264489201985015 48.183824631552234),Einsiedeleigasse,Einsiedeleig.,55B,
OEFFHALTESTOGD.720,720,POINT (16.236371475203704 48.20472701302385),Wolf in der Au,Wolf in der Au,"100, S50",
OEFFHALTESTOGD.721,721,POINT (16.237022037345252 48.204738536640136),Wolf in der Au,Wolf in der Au,50B,
OEFFHALTESTOGD.722,722,POINT (16.26511546743557 48.18451469067622),Angermayergasse,Angermayerg.,54B,
OEFFHALTESTOGD.723,723,POINT (16.262089030662597 48.20489933728981),Raphaelheim,Raphaelheim,47B,
OEFFHALTESTOGD.724,724,POINT (16.276964974497044 48.1364216017401),Fabergasse,Faberg.,60A,
OEFFHALTESTOGD.725,725,POINT (16.2350444462352 48.205076309131165),Wienflußaufsicht,Wienflußaufsicht,"150, 350, 351, 447, 449, 50B, 547",
OEFFHALTESTOGD.726,726,POINT (16.256871880056057 48.20532697167075),Freyenthurmgasse,Freyenthurmg.,"43B, 52A, 52B",
OEFFHALTESTOGD.727,727,POINT (16.27236503786934 48.13601078758609),Pumgasse,Pumg.,60A,
OEFFHALTESTOGD.728,728,POINT (16.266816426945795 48.13590246551272),Kaiser-Franz-Josef-Straße,Kaiser-Franz-Josef-Str.,"253, 259, 60, 60A",
OEFFHALTESTOGD.729,729,POINT (16.2608498265819 48.19695357365012),Hütteldorf,Hütteldorf,U4,
OEFFHALTESTOGD.730,730,POINT (16.263028570502094 48.135841661934464),Maireckergasse,Maireckerg.,60A,
OEFFHALTESTOGD.731,731,POINT (16.26070364801977 48.16206410168129),Sankt-Hubertus-Platz,St.-Hubertus-Pl.,156B,
OEFFHALTESTOGD.732,732,POINT (16.242065261536442 48.206154428630086),Alois-Behr-Straße,Alois-Behr-Str.,"249, 49A, 49B",
OEFFHALTESTOGD.733,733,POINT (16.267270456114897 48.19683225555211),Cossmanngasse,Cossmanng.,47B,
OEFFHALTESTOGD.734,734,POINT (16.260793517513108 48.16245846077121),Sankt-Hubertus-Platz,St.-Hubertus-Pl.,56B,
OEFFHALTESTOGD.735,735,POINT (16.260577678313172 48.20625745515936),Wahlberggasse,Wahlbergg.,47B,
OEFFHALTESTOGD.736,736,POINT (16.261329236881906 48.13428556493686),Rodaun,Rodaun,60A,
OEFFHALTESTOGD.737,737,POINT (16.271574100772355 48.23925148755103),Hanslteich,Hanslteich,43B,
OEFFHALTESTOGD.738,738,POINT (16.2572106607316 48.13401020000808),Willergasse/Ketzergasse,Willerg./Ketzerg.,"253, 60A",
OEFFHALTESTOGD.739,739,POINT (16.272123888673384 48.133723255175404),Aquädukt,Aquädukt,255,
OEFFHALTESTOGD.740,740,POINT (16.26055767634253 48.196164225210396),Hütteldorf,Hütteldorf,53B,
OEFFHALTESTOGD.741,741,POINT (16.262599880426112 48.13360429601065),Rodaun,Rodaun,"253, 255, 259",
OEFFHALTESTOGD.742,742,POINT (16.261580890409142 48.133473236136574),Rodaun,Rodaun,60A,
OEFFHALTESTOGD.743,743,POINT (16.22398614243137 48.20900311851268),Badgasse,Badg.,"150, 350, 351, 447, 50B, 547",
OEFFHALTESTOGD.744,744,POINT (16.26269350421759 48.13282249747676),Rodaun,Rodaun,60,
OEFFHALTESTOGD.745,745,POINT (16.26085835263108 48.19503858113023),Auhofstraße,Auhofstr.,53B,
OEFFHALTESTOGD.746,746,POINT (16.26208190791325 48.193452068374164),Seuttergasse,Seutterg.,53B,
OEFFHALTESTOGD.747,747,POINT (16.26623579089091 48.163679084364716),Glawatschweg,Glawatschweg,"156B, 56B",
OEFFHALTESTOGD.748,748,POINT (16.27052769837628 48.243839659531275),Parkplatz Exelbergstraße,Parkpl. Exelbergstr.,243,
OEFFHALTESTOGD.749,749,POINT (16.258721340512302 48.13172888605934),Hochstraße,Hochstr.,"255, 259",
OEFFHALTESTOGD.750,750,POINT (16.243676786566386 48.13164722704131),Gasthaus Lerch,Gh. Lerch,255,
OEFFHALTESTOGD.751,751,POINT (16.270362000483033 48.163718616702496),Buchbindergasse,Buchbinderg.,"156B, 56B",
OEFFHALTESTOGD.752,752,POINT (16.239859672130034 48.1309974149936),Polsterermühle,Polsterermühle,255,
OEFFHALTESTOGD.753,753,POINT (16.27423877443459 48.19320969366965),Hackinger Straße,Hackinger Str.,47A,
OEFFHALTESTOGD.754,754,POINT (16.276205794501784 48.19223974687506),Ober Sankt Veit,Ober St. Veit,U4,
OEFFHALTESTOGD.755,755,POINT (16.256924367316447 48.166911191104624),Lainzer Tor,Lainzer Tor,60B,
OEFFHALTESTOGD.756,756,POINT (16.25495645336816 48.13020641365094),Sonnbergstraße,Sonnbergstr.,255,
OEFFHALTESTOGD.757,757,POINT (16.273218733009525 48.18767969766533),Rohrbacherstraße,Rohrbacherstr.,"53B, 54B, 55B",
OEFFHALTESTOGD.758,758,POINT (16.262433325058062 48.190671414228206),Innocentiagasse,Innocentiag.,53B,
OEFFHALTESTOGD.759,759,POINT (16.259960509463554 48.16689244616872),Kleiner Ring,Kleiner Ring,60B,
OEFFHALTESTOGD.760,760,POINT (16.26151243350171 48.208743005365655),Hüttelberg,Hüttelberg,47B,
OEFFHALTESTOGD.761,761,POINT (16.273616736885334 48.25307369933571),Obere Waldandacht,Obere Waldandacht,43A,
OEFFHALTESTOGD.762,762,POINT (16.243847641676478 48.2079455246133),Mondweg,Mondweg,"249, 49A, 49B",
OEFFHALTESTOGD.763,763,POINT (16.227345000045492 48.20784369130266),Mariabrunn,Mariabrunn,"250, 449",
OEFFHALTESTOGD.764,764,POINT (16.231837183649933 48.2076873809097),Mariabrunn Kirche,Mariabrunn Kirche,"150, 350, 351, 447, 449, 50B, 547",
OEFFHALTESTOGD.765,765,POINT (16.23171608784769 48.12828105959551),Gasthaus Maut,Gh. Maut,255,
OEFFHALTESTOGD.766,766,POINT (16.249755829351557 48.20764659399188),Merkurweg,Merkurweg,"249, 49A, 49B",
OEFFHALTESTOGD.767,767,POINT (16.24780311189812 48.207542812427384),Siriusweg,Siriusweg,"249, 49A, 49B",
OEFFHALTESTOGD.768,768,POINT (16.22756202892918 48.12675368137814),Wohnheim,Wohnheim,255,
OEFFHALTESTOGD.769,769,POINT (16.268013931397252 48.18788891552033),Wolfrathplatz,Wolfrathpl.,"53B, 54B, 55B",
OEFFHALTESTOGD.770,770,POINT (16.27233712196977 48.1659773268783),Haus Föhrenhof,Haus Föhrenhof,156B,
OEFFHALTESTOGD.771,771,POINT (16.27233881110697 48.16600824224026),Haus Föhrenhof,Haus Föhrenhof,56B,
OEFFHALTESTOGD.772,772,POINT (16.26627774530199 48.1668365976761),Jenbachgasse,Jenbachg.,60B,
OEFFHALTESTOGD.773,773,POINT (16.251608261428785 48.20745236821271),Uranusweg,Uranusweg,"249, 49A, 49B",
OEFFHALTESTOGD.774,774,POINT (16.265706118565014 48.18789904792743),Schweizertalstraße,Schweizertalstr.,53B,
OEFFHALTESTOGD.775,775,POINT (16.27674002989417 48.160029218026764),Sillerplatz,Sillerpl.,60,
OEFFHALTESTOGD.776,776,POINT (16.39932415106166 48.257341980292274),Floridsdorf,Floridsdorf,"228, 232, 420, 426, 533",
OEFFHALTESTOGD.777,777,POINT (16.359631443435056 48.206772820565696),Dr-Karl-Renner-Ring,Dr-Karl-Renner-Ring,"46, 48A, 49",
OEFFHALTESTOGD.778,778,POINT (16.36839163802806 48.24885643317504),Mooslackengasse,Mooslackeng.,"11A, 5B",
OEFFHALTESTOGD.779,779,POINT (16.350999937348536 48.21496961020719),Lange Gasse,Lange G.,"33, 43, 44, 5",
OEFFHALTESTOGD.780,780,POINT (16.379501590982255 48.24405394463177),Friedrich-Engels-Platz,Friedrich-Engels-Pl.,"2, 31, 33",
OEFFHALTESTOGD.781,781,POINT (16.370821318584348 48.210116590637625),Brandstätte,Brandstätte,"1A, 3A",
OEFFHALTESTOGD.782,782,POINT (16.383873689872637 48.24114123692627),Handelskai,Handelskai,"11A, 11B, 5A",
OEFFHALTESTOGD.783,783,POINT (16.3792080803738 48.184874516263875),Hauptbahnhof,Hauptbahnhof,"511, 512, 720, 910, S60, S80",
OEFFHALTESTOGD.784,784,POINT (16.34390495761793 48.21069347413106),Albertgasse,Albertg.,"33, 5",
OEFFHALTESTOGD.785,785,POINT (16.338890313650925 48.196865211793195),Westbahnhof,Westbhf.,"18, 6",
OEFFHALTESTOGD.786,786,POINT (16.377890597122512 48.174674672435394),Reumannplatz,Reumannpl.,"66A, 67A, 70A",
OEFFHALTESTOGD.787,787,POINT (16.399022267159378 48.25692115426839),Floridsdorf,Floridsdorf,"20B, 33B",
OEFFHALTESTOGD.788,788,POINT (16.34511967956931 48.16989073748915),Gesundsheitszentrum Süd,Gesundsheitszentrum Süd,"15A, 63A, 7A",
OEFFHALTESTOGD.789,789,POINT (16.369747887027174 48.16923388045156),Laxenburger Straße/Troststraße,Laxenburger Str./Troststr.,"67, O",
OEFFHALTESTOGD.790,790,POINT (16.390109230148344 48.21096856723522),Radetzkyplatz,Radetzkypl.,"1, O",
OEFFHALTESTOGD.791,791,POINT (16.355203679170025 48.19272058924366),Pilgramgasse,Pilgramg.,"12A, 13A",
OEFFHALTESTOGD.792,792,POINT (16.36012537613666 48.208404145480515),Stadiongasse/Parlament,Stadiong./Parlament,"1, 2, 71, D",
OEFFHALTESTOGD.793,793,POINT (16.350271686967385 48.245190178139566),Saarplatz,Saarpl.,"10A, 39A",
OEFFHALTESTOGD.794,794,POINT (16.37374365439521 48.17835055713596),Laxenburger Straße/Gudrunstraße,Laxenburger Str./Gudrunstr.,"261, 265, O",
OEFFHALTESTOGD.795,795,POINT (16.337783280212438 48.2340758978875),Gregor-Mendel-Straße,Gregor-Mendel-Str.,"37A, 40A",
OEFFHALTESTOGD.796,796,POINT (16.35929732226002 48.18043449028247),Matzleinsdorfer Platz,Matzleinsdorfer Pl.,"511, 512, S1, S15, S2, S3, S60, S80",
OEFFHALTESTOGD.797,797,POINT (16.366420606126287 48.21569587436894),"Börsegasse, Wipplingerstraße","Börseg., Wipplingerstr.","1, 71, D",
OEFFHALTESTOGD.798,798,POINT (16.36567365020658 48.21547489245769),"Börsegasse, Wipplingerstraße","Börseg., Wipplingerstr.","1, D",
OEFFHALTESTOGD.799,799,POINT (16.34192445409895 48.18831364760552),Margaretengürtel,Margaretengürtel,"18, 6",
OEFFHALTESTOGD.800,800,POINT (16.33785376166629 48.19053792363436),Gumpendorfer Straße,Gumpendorfer Str.,"18, 6",
OEFFHALTESTOGD.801,801,POINT (16.364414063312438 48.16992990618278),Troststraße/Neilreichgasse,Troststr./Neilreichg.,"67, O",
OEFFHALTESTOGD.802,802,POINT (16.361116168269337 48.22648252573339),Franz-Josefs-Bahnhof,Franz-Josefs-Bhf.,"800, 810, S40",
OEFFHALTESTOGD.803,803,POINT (16.37694053904871 48.23925534101428),Höchstädtplatz,Höchstädtpl.,"31, 33, 37A",
OEFFHALTESTOGD.804,804,POINT (16.345991251139022 48.18407979620957),Margaretengürtel/Arbeitergasse,Margaretengürtel/Arbeiterg.,"18, 6",
OEFFHALTESTOGD.805,805,POINT (16.361192577894816 48.22552642037645),Franz-Josefs-Bahnhof,Franz-Josefs-Bhf.,"33, 5",
OEFFHALTESTOGD.806,806,POINT (16.338713368898556 48.19292603610441),Mariahilfer Gürtel,Mariahilfer Gürtel,"18, 6",
OEFFHALTESTOGD.807,807,POINT (16.37106760837701 48.229934019356314),Wallensteinplatz,Wallensteinpl.,"33, 5",
OEFFHALTESTOGD.808,808,POINT (16.367150591673163 48.19583920357787),Paulanergasse,Paulanerg.,"1, 62, WLB",
OEFFHALTESTOGD.809,809,POINT (16.377833784053262 48.17309468723373),Reumannplatz,Reumannpl.,"264, 267, 368, 467, 469, 65A, 7A",
OEFFHALTESTOGD.810,810,POINT (16.355089746005316 48.22479913999967),Nußdorfer Straße/Alserbachstraße,Nußdorfer Str./Alserbachstr.,"33, 5",
OEFFHALTESTOGD.811,811,POINT (16.364196130920796 48.14156044687461),Südrandstraße,Südrandstr.,"19A, 70A",
OEFFHALTESTOGD.812,812,POINT (16.34731557002182 48.16807868010643),Business-Park Vienna,Business-Park Vienna,"65A, 7B",
OEFFHALTESTOGD.813,813,POINT (16.35176055616704 48.23129946796061),Nußdorfer Straße,Nußdorfer Str.,"35A, 37A",
OEFFHALTESTOGD.814,814,POINT (16.353969104678228 48.19271994475505),Pilgramgasse,Pilgramg.,"12A, 14A",
OEFFHALTESTOGD.815,815,POINT (16.351014024650727 48.17116155041671),Spinnerin am Kreuz,Spinnerin am Kreuz,"261, 265",
OEFFHALTESTOGD.816,816,POINT (16.344662166121424 48.16770877733424),Wienerberg City,Wienerberg City,"65A, 7B",
OEFFHALTESTOGD.817,817,POINT (16.345924537934593 48.21539929879463),Brünnlbadgasse,Brünnlbadg.,"43, 44",
OEFFHALTESTOGD.818,818,POINT (16.379181738781558 48.23726548657862),Dresdner Straße,Dresdner Str.,"2, 37A",
OEFFHALTESTOGD.819,819,POINT (16.348910256078028 48.21324709954117),Laudongasse,Laudong.,"33, 5",
OEFFHALTESTOGD.820,820,POINT (16.338333167168955 48.19547942235752),Gerstnerstraße/Westbhf,Gerstnerstr./Westbhf.,"52, 58",
OEFFHALTESTOGD.821,821,POINT (16.337558335436466 48.20217798878991),Burggasse-Stadthalle,Burgg.-Stadthalle,"18, 6",
OEFFHALTESTOGD.822,822,POINT (16.36697935690766 48.20751794300362),Michaelerplatz,Michaelerpl.,"1A, 2A",
OEFFHALTESTOGD.823,823,POINT (16.34934605734856 48.22484561197163),Währinger Straße-Volksoper,Währinger Str-Volksoper,"40, 41",
OEFFHALTESTOGD.824,824,POINT (16.35405338155742 48.19732390879279),Haus des Meeres,Haus d. Meeres,"13A, 14A",
OEFFHALTESTOGD.825,825,POINT (16.34541168242541 48.21253177150103),Florianigasse,Florianig.,"33, 5",
OEFFHALTESTOGD.826,826,POINT (16.3889275433996 48.29565380938853),Strebersdorfer Platz,Strebersdorfer Pl.,"125, 220, 232, 32A",
OEFFHALTESTOGD.827,827,POINT (16.357339708343744 48.20487316706331),Volkstheater,Volkstheater,"48A, 49",
OEFFHALTESTOGD.828,828,POINT (16.364475695340147 48.138427187639664),Halban-Kurz-Straße,Halban-Kurz-Str.,"19A, 70A",
OEFFHALTESTOGD.829,829,POINT (16.367697733790262 48.19870536841428),Resselgasse,Resselg.,"1, WLB",
OEFFHALTESTOGD.830,830,POINT (16.375844247662062 48.18613576625901),Hauptbahnhof,Hauptbahnhof,"261, 264, 265, 267, 368, 467, 469",
OEFFHALTESTOGD.831,831,POINT (16.36464103961788 48.154472488749484),Wienerfeld,Wienerfeld,"66A, 67A, 70A",
OEFFHALTESTOGD.832,832,POINT (16.36139195773971 48.14542429101425),Siedlung Blumental,Sdlg. Blumental,"19A, 566",
OEFFHALTESTOGD.833,833,POINT (16.364969637755138 48.21564819046244),Wipplingerstraße,Wipplingerstr.,"40A, 71",
OEFFHALTESTOGD.834,834,POINT (16.363025057299662 48.13967634439644),Heizwerkstraße,Heizwerkstr.,"19A, 70A",
OEFFHALTESTOGD.835,835,POINT (16.357819710702227 48.23558682602758),Spittelau,Spittelau,"800, 810, S40",
OEFFHALTESTOGD.836,836,POINT (16.38141902296663 48.18766466645123),Quartier Belvedere,Quartier Belvedere,"69A, D",
OEFFHALTESTOGD.837,837,POINT (16.3803834507886 48.18792559345812),Quartier Belvedere,Quartier Belvedere,"69A, O",
OEFFHALTESTOGD.838,838,POINT (16.38586454908318 48.29777290512016),Sportzentrum Strebersdorf,Sportzentrum Strebersdorf,232,
OEFFHALTESTOGD.839,839,POINT (16.36753067918917 48.15220148804259),Undsetgasse,Undsetg.,17A,
OEFFHALTESTOGD.840,840,POINT (16.385786106989183 48.152925758172245),Ada-Christen-Gasse,Ada-Christen-G.,19A,
OEFFHALTESTOGD.841,841,POINT (16.3629911742681 48.15323518243568),Wienerfeld,Wienerfeld,17A,
OEFFHALTESTOGD.842,842,POINT (16.363048598468662 48.15345915898524),Wienerfeld,Wienerfeld,"67A, 70A",
OEFFHALTESTOGD.843,843,POINT (16.3702133066464 48.15348789104688),Sindinggasse,Sindingg.,17A,
OEFFHALTESTOGD.844,844,POINT (16.37122996310256 48.15178054297944),Josef-Enslein-Platz,Josef-Enslein-Pl.,17A,
OEFFHALTESTOGD.845,845,POINT (16.382201575626794 48.15386396018607),Alaudagasse,Alaudag.,67,
OEFFHALTESTOGD.846,846,POINT (16.364664236786542 48.15423078793319),Wienerfeld,Wienerfeld,17A,
OEFFHALTESTOGD.847,847,POINT (16.382181228113627 48.15426613725522),Alaudagasse,Alaudag.,"19A, 267, 368, 467, 469",
OEFFHALTESTOGD.848,848,POINT (16.36547163920151 48.25479283563831),Grinzinger Straße,Grinzinger Str.,"238, 239, 241, 341, 38A, 439, D",
OEFFHALTESTOGD.849,849,POINT (16.366797398883794 48.254740779106626),Kreilplatz,Kreilpl.,"238, 239, 241, 341, 439",
OEFFHALTESTOGD.850,850,POINT (16.36704649206203 48.258023210090684),Sickenberggasse,Sickenbergg.,D,
OEFFHALTESTOGD.851,851,POINT (16.36410286189725 48.15463955917184),Wienerfeld,Wienerfeld,17A,
OEFFHALTESTOGD.852,852,POINT (16.36100406658868 48.15542634279912),Frödenplatz,Frödenpl.,17A,
OEFFHALTESTOGD.853,853,POINT (16.366687046071583 48.2544485312023),Kreilplatz,Kreilpl.,"38A, 5B",
OEFFHALTESTOGD.854,854,POINT (16.35979849097837 48.25408509030035),Fernsprechamt Heiligenstadt,Fernsprechamt Heiligenstadt,38A,
OEFFHALTESTOGD.855,855,POINT (16.36025983609804 48.15811296853147),Wienerfeldgasse,Wienerfeldg.,67,
OEFFHALTESTOGD.856,856,POINT (16.36673458999986 48.15911923863828),Sibeliusstraße,Sibeliusstr.,"566, 66A, 67A, 70A",
OEFFHALTESTOGD.857,857,POINT (16.367054481193342 48.16110329886457),Kornauthgasse,Kornauthg.,"66A, 67A, 70A",
OEFFHALTESTOGD.858,858,POINT (16.383296361340044 48.161293667967975),Altes Landgut,Altes Landgut,"15A, 267, 368, 467, 469, 67",
OEFFHALTESTOGD.859,859,POINT (16.362134694708075 48.16204628387378),Sahulkastraße,Sahulkastr.,67,
OEFFHALTESTOGD.860,860,POINT (16.367521505063333 48.16315982583905),Laxenburger Str/Sahulkastraße,Laxenburger Str./Sahulkastr.,"66A, 67A, 70A",
OEFFHALTESTOGD.861,861,POINT (16.374401521464563 48.16397275820368),Daumegasse,Daumegasse,15A,
OEFFHALTESTOGD.862,862,POINT (16.369741187015435 48.25203976331217),Amtshaus Muthgasse,Amtshaus Muthg.,5B,
OEFFHALTESTOGD.863,863,POINT (16.368070152521586 48.16432767823562),Laxenburger Straße/Raxstraße,Laxenburger Str./Raxstr.,566,
OEFFHALTESTOGD.864,864,POINT (16.363942949793277 48.25194379292949),Halteraugasse,Halteraug.,D,
OEFFHALTESTOGD.865,865,POINT (16.365624829730418 48.25164463211726),Boschstraße/Halteraugasse,Boschstr./Halteraug.,"38A, 5B",
OEFFHALTESTOGD.866,866,POINT (16.368367252697265 48.164988602006375),Laxenburger Straße/Raxstraße,Laxenburger Str./Raxstr.,"15A, 66A, 67A, 70A",
OEFFHALTESTOGD.867,867,POINT (16.36502354352053 48.16546838356712),Raxstraße/Rudolfshügelgasse,Raxstr./Rudolfshügelg.,15A,
OEFFHALTESTOGD.868,868,POINT (16.36360042920999 48.16566377433751),Raxstraße/Rudolfshügelgasse,Raxstr./Rudolfshügelg.,67,
OEFFHALTESTOGD.869,869,POINT (16.365260171775606 48.166190316588825),Raxstraße/Rudolfshügelgasse,Raxstr./Rudolfshügelg.,O,
OEFFHALTESTOGD.870,870,POINT (16.38147390039851 48.16636183860035),Schleiergasse,Schleierg.,"264, 267, 368, 467, 469, 67",
OEFFHALTESTOGD.871,871,POINT (16.365159878954863 48.24988181183344),Heiligenstadt,Heiligenstadt,5B,
OEFFHALTESTOGD.872,872,POINT (16.364819396770073 48.24972114464854),Heiligenstadt,Heiligenstadt,39A,
OEFFHALTESTOGD.873,873,POINT (16.364755242663357 48.2495668713735),Heiligenstadt,Heiligenstadt,38A,
OEFFHALTESTOGD.874,874,POINT (16.375110010781025 48.2495129603095),Griegstraße,Griegstr.,5A,
OEFFHALTESTOGD.875,875,POINT (16.36493414187385 48.16665945434172),Migerkastraße,Migerkastr.,O,
OEFFHALTESTOGD.876,876,POINT (16.365504036355986 48.24907093483497),Heiligenstadt,Heiligenstadt,"800, 810, S40",
OEFFHALTESTOGD.877,877,POINT (16.364539027109572 48.249047570268786),Heiligenstadt,Heiligenstadt,"238, 239, 241, 341, 439",
OEFFHALTESTOGD.878,878,POINT (16.365714328685723 48.24896408719591),Heiligenstadt,Heiligenstadt,S45,
OEFFHALTESTOGD.879,879,POINT (16.362747867701152 48.248935865885194),12.-Februar-Platz,12.-Februar-Pl.,D,
OEFFHALTESTOGD.880,880,POINT (16.364492557275643 48.2489253314764),Heiligenstadt,Heiligenstadt,10A,
OEFFHALTESTOGD.881,881,POINT (16.376030752519203 48.15108874040345),Selma-Lagerlöf-Gasse,Selma-Lagerlöf-G.,17A,
OEFFHALTESTOGD.882,882,POINT (16.382366176731484 48.14979133001769),Stockholmer Platz,Stockholmer Pl.,"17A, 19A, 267, 368, 467, 469, 67",
OEFFHALTESTOGD.883,883,POINT (16.386474577981364 48.16770200513905),Absbergbrücke,Absbergbrücke,68A,
OEFFHALTESTOGD.884,884,POINT (16.36586871802169 48.24854530352918),Heiligenstadt,Heiligenstadt,U4,
OEFFHALTESTOGD.885,885,POINT (16.364302629096663 48.24846925606628),Heiligenstadt,Heiligenstadt,11A,
OEFFHALTESTOGD.886,886,POINT (16.38598875449055 48.148594829414684),Adolf-Unger-Gasse,Adolf-Unger-G.,19A,
OEFFHALTESTOGD.887,887,POINT (16.370259726476977 48.16846958127114),Laxenburger Straße/Troststraße,Laxenburger Str./Troststr.,66A,
OEFFHALTESTOGD.888,888,POINT (16.37393063858375 48.16857691431224),Schulzentrum Ettenreichgasse,Schulzentrum Ettenreichg.,"66A, 67A, 70A",
OEFFHALTESTOGD.889,889,POINT (16.385160885334603 48.16887169972099),Eisenstadtplatz,Eisenstadtpl.,"266, 271",
OEFFHALTESTOGD.890,890,POINT (16.370573731220002 48.16909058615648),Laxenburger Straße/Troststraße,Laxenburger Str./Troststr.,"566, 67A, 70A",
OEFFHALTESTOGD.891,891,POINT (16.374990137681255 48.246084640027185),Aignerstraße,Aignerstr.,5A,
OEFFHALTESTOGD.892,892,POINT (16.36346044674423 48.25955295222552),Beethovengang,Beethovengang,D,
OEFFHALTESTOGD.893,893,POINT (16.384588162120863 48.16943121225878),Eisenstadtplatz,Eisenstadtpl.,68A,
OEFFHALTESTOGD.894,894,POINT (16.36965067385041 48.24582270853203),Dr-Adolf-Schärf-Heim,Dr-Adolf-Schärf-Heim,11A,
OEFFHALTESTOGD.895,895,POINT (16.36274906963774 48.24542431769153),Geistingergasse,Geistingerg.,11A,
